airline,Airline_Name,month_year,polarity,overall_rating
HA,Hawaiian Airlines Inc.,1-2-2010,0.247186147186,5.0
HA,Hawaiian Airlines Inc.,1-2-2011,0.261875,4.0
HA,Hawaiian Airlines Inc.,1-2-2012,0.25428030303,5.5
HA,Hawaiian Airlines Inc.,1-2-2013,0.271428571429,4.5
HA,Hawaiian Airlines Inc.,1-2-2014,0.0473704481793,6.0
HA,Hawaiian Airlines Inc.,1-2-2015,0.447272727273,9.0
HA,Hawaiian Airlines Inc.,1-3-2011,0.0131313131313,6.0
HA,Hawaiian Airlines Inc.,1-3-2012,0.0109583333333,1.8
HA,Hawaiian Airlines Inc.,1-3-2013,0.170733112374,6.25
HA,Hawaiian Airlines Inc.,1-3-2014,0.0306887755102,0.5
HA,Hawaiian Airlines Inc.,1-3-2015,0.274147727273,5.5
HA,Hawaiian Airlines Inc.,1-4-2010,0.12619047619,1.0
HA,Hawaiian Airlines Inc.,1-4-2011,0.275053768982,6.4
HA,Hawaiian Airlines Inc.,1-4-2012,0.241872201872,5.6
HA,Hawaiian Airlines Inc.,1-4-2013,0.215378111472,5.0
HA,Hawaiian Airlines Inc.,1-4-2014,-0.0934149184149,4.0
HA,Hawaiian Airlines Inc.,1-4-2015,0.131944444444,0.0
HA,Hawaiian Airlines Inc.,1-5-2010,0.0742211773734,3.25
HA,Hawaiian Airlines Inc.,1-5-2011,0.00460031866282,5.0
HA,Hawaiian Airlines Inc.,1-5-2012,0.240141471534,7.25
HA,Hawaiian Airlines Inc.,1-5-2013,0.221245412216,6.55555555556
HA,Hawaiian Airlines Inc.,1-5-2014,0.218689556631,8.66666666667
HA,Hawaiian Airlines Inc.,1-5-2015,0.0526794716677,5.33333333333
HA,Hawaiian Airlines Inc.,1-6-2010,0.26650500099,6.66666666667
HA,Hawaiian Airlines Inc.,1-6-2011,0.124505070547,4.55555555556
HA,Hawaiian Airlines Inc.,1-6-2012,0.157116573902,4.33333333333
HA,Hawaiian Airlines Inc.,1-6-2013,0.0786094075677,5.25
HA,Hawaiian Airlines Inc.,1-6-2014,0.224963580827,5.0
HA,Hawaiian Airlines Inc.,1-6-2015,0.00735345243914,4.0
HA,Hawaiian Airlines Inc.,1-7-2010,0.228117484367,6.75
HA,Hawaiian Airlines Inc.,1-7-2011,0.285734454939,7.5
HA,Hawaiian Airlines Inc.,1-7-2012,0.134403935185,6.66666666667
HA,Hawaiian Airlines Inc.,1-7-2013,0.207382367825,7.0
HA,Hawaiian Airlines Inc.,1-7-2014,0.0662202380952,7.0
HA,Hawaiian Airlines Inc.,1-7-2015,0.143623688554,6.77777777778
HA,Hawaiian Airlines Inc.,1-8-2010,-0.00796807359307,5.0
HA,Hawaiian Airlines Inc.,1-8-2011,0.107900046382,4.0
HA,Hawaiian Airlines Inc.,1-8-2012,0.182357892652,8.0
HA,Hawaiian Airlines Inc.,1-8-2013,0.230168269231,5.25
HA,Hawaiian Airlines Inc.,1-8-2014,0.215079365079,4.0
HA,Hawaiian Airlines Inc.,1-9-2010,0.189652203857,9.0
HA,Hawaiian Airlines Inc.,1-9-2011,-0.4,1.0
HA,Hawaiian Airlines Inc.,1-9-2012,0.10152774264,7.0
HA,Hawaiian Airlines Inc.,1-9-2013,0.100888997552,7.5
HA,Hawaiian Airlines Inc.,1-9-2014,0.17624532227,4.88888888889
OH,Comair Inc.,1-1-2015,-0.059375,2.0
OH,Comair Inc.,1-10-2014,0.277352472089,8.0
OH,Comair Inc.,1-11-2011,0.6,8.0
OH,Comair Inc.,1-2-2011,0.231018518519,7.0
OH,Comair Inc.,1-3-2012,0.0367346938776,1.0
OH,Comair Inc.,1-3-2013,0.184743589744,3.0
OH,Comair Inc.,1-3-2014,0.0824675324675,5.0
OH,Comair Inc.,1-4-2010,0.24375,8.0
OH,Comair Inc.,1-4-2013,0.111875,7.0
OH,Comair Inc.,1-4-2015,-0.053125,1.0
OH,Comair Inc.,1-5-2013,0.161111111111,8.0
OH,Comair Inc.,1-5-2014,0.35,9.0
OH,Comair Inc.,1-6-2011,-0.03125,0.0
OH,Comair Inc.,1-6-2015,-0.0573979591837,1.0
OH,Comair Inc.,1-7-2015,0.204366987179,4.5
OH,Comair Inc.,1-8-2010,-0.0875,7.0
OH,Comair Inc.,1-8-2011,0.5,8.0
OH,Comair Inc.,1-8-2014,0.602777777778,9.0
OH,Comair Inc.,1-9-2013,0.264285714286,8.0
OO,SkyWest Airlines Inc.,1-1-2004,0.218571428571,0.0
OO,SkyWest Airlines Inc.,1-1-2005,0.205,0.0
OO,SkyWest Airlines Inc.,1-1-2007,0.273534798535,0.0
OO,SkyWest Airlines Inc.,1-1-2011,0.326041666667,8.0
OO,SkyWest Airlines Inc.,1-1-2013,0.146875,7.0
OO,SkyWest Airlines Inc.,1-1-2015,0.250694444444,7.33333333333
OO,SkyWest Airlines Inc.,1-12-2011,0.256222222222,8.0
OO,SkyWest Airlines Inc.,1-2-2005,0.435,0.0
OO,SkyWest Airlines Inc.,1-2-2010,0.347698412698,4.5
OO,SkyWest Airlines Inc.,1-2-2011,0.210416666667,10.0
OO,SkyWest Airlines Inc.,1-2-2012,0.00757575757576,7.0
OO,SkyWest Airlines Inc.,1-3-2008,-0.0869463869464,0.0
OO,SkyWest Airlines Inc.,1-4-2008,-0.0159420289855,3.0
OO,SkyWest Airlines Inc.,1-4-2013,0.483333333333,10.0
OO,SkyWest Airlines Inc.,1-4-2015,-0.0833333333333,3.0
OO,SkyWest Airlines Inc.,1-5-2006,0.397,0.0
OO,SkyWest Airlines Inc.,1-5-2008,0.41303030303,0.0
OO,SkyWest Airlines Inc.,1-5-2011,0.126530612245,9.0
OO,SkyWest Airlines Inc.,1-5-2012,0.318397713398,8.5
OO,SkyWest Airlines Inc.,1-6-2004,0.451785714286,0.0
OO,SkyWest Airlines Inc.,1-6-2008,-0.153703703704,1.0
OO,SkyWest Airlines Inc.,1-6-2010,0.2,9.0
OO,SkyWest Airlines Inc.,1-7-2004,0.575,0.0
OO,SkyWest Airlines Inc.,1-7-2007,0.280555555556,0.0
OO,SkyWest Airlines Inc.,1-7-2011,0.127202380952,7.0
OO,SkyWest Airlines Inc.,1-7-2015,0.309375,10.0
OO,SkyWest Airlines Inc.,1-8-2010,0.349033466533,8.0
OO,SkyWest Airlines Inc.,1-8-2014,0.315625,0.0
OO,SkyWest Airlines Inc.,1-9-2010,0.166666666667,9.0
UA,United Air Lines Inc.,1-1-2014,0.0615084375501,3.77777777778
UA,United Air Lines Inc.,1-1-2015,0.0684434338185,3.67272727273
UA,United Air Lines Inc.,1-10-2014,0.0962993012092,3.5641025641
UA,United Air Lines Inc.,1-11-2014,0.142946607978,4.96296296296
UA,United Air Lines Inc.,1-12-2014,0.0592617486582,3.46666666667
UA,United Air Lines Inc.,1-2-2014,0.0593343736646,3.45
UA,United Air Lines Inc.,1-2-2015,0.0474124868771,3.04166666667
UA,United Air Lines Inc.,1-3-2014,0.0645718002035,3.1935483871
UA,United Air Lines Inc.,1-3-2015,0.104158177703,2.73529411765
UA,United Air Lines Inc.,1-4-2014,0.0663335338652,3.3023255814
UA,United Air Lines Inc.,1-4-2015,0.121847977644,4.51612903226
UA,United Air Lines Inc.,1-5-2014,0.0657133355574,3.15789473684
UA,United Air Lines Inc.,1-5-2015,0.106657704707,4.03448275862
