airport name,airport,day,month,year,mean temp,mean wind speed,rain,snow,thunder,tornado
Hartsfield Jackson Atlanta International Airport,ATL,17,11,2008,47,10,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,18,11,2008,36,14,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,19,11,2008,38,6,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,20,11,2008,49,9,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,21,11,2008,37,16,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,22,11,2008,36,5,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,23,11,2008,44,3,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,24,11,2008,51,7,1,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,25,11,2008,45,12,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,26,11,2008,44,6,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,27,11,2008,50,5,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,28,11,2008,57,2,1,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,29,11,2008,52,8,1,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,30,11,2008,46,8,1,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,1,12,2008,38,11,1,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,2,12,2008,39,5,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,3,12,2008,41,5,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,4,12,2008,46,7,1,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,5,12,2008,39,9,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,6,12,2008,37,4,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,7,12,2008,38,9,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,8,12,2008,41,6,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,9,12,2008,54,11,1,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,10,12,2008,62,11,1,0,1,0
Hartsfield Jackson Atlanta International Airport,ATL,11,12,2008,54,13,1,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,12,12,2008,41,15,1,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,13,12,2008,38,7,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,14,12,2008,41,10,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,15,12,2008,53,5,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,16,12,2008,61,6,1,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,17,12,2008,67,8,1,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,18,12,2008,66,3,1,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,19,12,2008,63,10,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,20,12,2008,66,12,1,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,21,12,2008,47,19,1,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,22,12,2008,26,11,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,23,12,2008,36,11,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,24,12,2008,53,10,1,0,1,0
Hartsfield Jackson Atlanta International Airport,ATL,25,12,2008,55,3,1,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,26,12,2008,52,10,1,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,27,12,2008,56,8,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,28,12,2008,58,7,1,0,1,0
Hartsfield Jackson Atlanta International Airport,ATL,29,12,2008,51,10,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,30,12,2008,52,7,0,0,0,0
Hartsfield Jackson Atlanta International Airport,ATL,31,12,2008,43,16,0,0,0,0
